District Name;Stadt or Landkreis;cases per 100k;IR 7 per 100k;Population;cases;Last Update Date;AGS-Number
Neckar-Odenwald-Kreis;Landkreis;3055.0082501932;49.4315373208107;143633.0;4388.0;11.03.2021, 00:00 Uhr;08225
Rhein-Neckar-Kreis;Landkreis;2861.10275277877;38.6610863400534;548355.0;15689.0;11.03.2021, 00:00 Uhr;08226
Pforzheim;Stadtkreis;4237.95422247275;30.9629476726184;125957.0;5338.0;11.03.2021, 00:00 Uhr;08231
Calw;Landkreis;3662.03729876069;65.3262228252335;159201.0;5830.0;11.03.2021, 00:00 Uhr;08235
Enzkreis;Landkreis;3257.7321654072;42.0934474533464;199556.0;6501.0;11.03.2021, 00:00 Uhr;08236
Freudenstadt;Landkreis;2922.79458403457;96.4116269039182;118243.0;3456.0;11.03.2021, 00:00 Uhr;08237
Freiburg im Breisgau;Stadtkreis;2385.86474620991;42.8209952637384;231195.0;5516.0;11.03.2021, 00:00 Uhr;08311
Breisgau-Hochschwarzwald;Landkreis;2433.98166167807;74.3548013854272;263601.0;6416.0;11.03.2021, 00:00 Uhr;08315
Emmendingen;Landkreis;2669.9437527042;102.158550069708;166408.0;4443.0;11.03.2021, 00:00 Uhr;08316
Ortenaukreis;Landkreis;3037.6862442076;44.7844660554631;430953.0;13091.0;11.03.2021, 00:00 Uhr;08317
Rottweil;Landkreis;3752.55579862452;45.7541571941263;139878.0;5249.0;11.03.2021, 00:00 Uhr;08325
Schwarzwald-Baar-Kreis;Landkreis;2955.21067640443;39.5282956716516;212506.0;6280.0;11.03.2021, 00:00 Uhr;08326
Tuttlingen;Landkreis;3462.48383842689;59.6735007032948;140766.0;4874.0;11.03.2021, 00:00 Uhr;08327
Konstanz;Landkreis;2610.85206335901;92.5586350220918;286305.0;7475.0;11.03.2021, 00:00 Uhr;08335
Lörrach;Landkreis;3298.56253497482;63.3918578623391;228736.0;7545.0;11.03.2021, 00:00 Uhr;08336
Waldshut;Landkreis;3023.92355689666;57.3089361005363;171003.0;5171.0;11.03.2021, 00:00 Uhr;08337
Reutlingen;Landkreis;3202.75646787489;54.3489621438575;287034.0;9193.0;11.03.2021, 00:00 Uhr;08415
Tübingen;Landkreis;2730.03961902763;28.4242471947455;228678.0;6243.0;11.03.2021, 00:00 Uhr;08416
Zollernalbkreis;Landkreis;2965.73248205827;46.9996778673764;189363.0;5616.0;11.03.2021, 00:00 Uhr;08417
Ulm;Stadtkreis;2872.46628282988;52.0545784367852;126790.0;3642.0;11.03.2021, 00:00 Uhr;08421
Alb-Donau-Kreis;Landkreis;2909.03001887597;86.2611378351499;197076.0;5733.0;11.03.2021, 00:00 Uhr;08425
Biberach;Landkreis;2549.65670054948;74.5223119802069;201282.0;5132.0;11.03.2021, 00:00 Uhr;08426
Bodenseekreis;Landkreis;2333.65521681151;52.880857129719;217470.0;5075.0;11.03.2021, 00:00 Uhr;08435
Ravensburg;Landkreis;2431.82072986154;52.5533942485565;285424.0;6941.0;11.03.2021, 00:00 Uhr;08436
Sigmaringen;Landkreis;2460.85182156532;100.879639890255;130849.0;3220.0;11.03.2021, 00:00 Uhr;08437
Ingolstadt;Kreisfreie Stadt;3031.47199254687;46.582042622569;137392.0;4165.0;11.03.2021, 00:00 Uhr;09161
